id,count
0,51.49145961618862
1,225.18947197555804
2,103.93198993828759
3,47.47097867314659
4,64.83821967149154
5,272.50785301230997
6,60.763729302517575
7,182.0182716593921
8,125.21964702569785
9,155.95007352808267
10,24.942787169775613
11,168.78981572261065
12,31.895597743091102
13,50.99324655169469
14,177.72039735022662
15,118.85149576679507
16,112.98020854125902
17,253.89122116211604
18,104.0924098304195
19,133.76041461845057
20,213.99990921919104
21,184.55246757636672
22,43.429620037865575
23,136.09461886329333
24,191.10705485014418
25,23.1561301818667
26,149.8883564874925
27,164.00749096859158
28,153.04275845766648
29,154.70672882835953
30,59.67190653498025
31,29.00194383262854
32,89.0543117590044
33,159.1296676270469
34,159.79484779832345
35,201.0092048815387
36,121.2707426437289
37,159.3759778111238
38,48.78610368803891
39,155.92193302813666
40,21.872433831952463
41,156.3398908579261
42,150.61618461884024
43,174.125328492747
44,189.70234464535875
45,209.98760713707605
46,9.693891160140325
47,43.70713080477326
48,74.19095553214599
49,33.67536917282332
50,211.61076366984702
51,190.13406349035807
52,62.86021857154657
53,119.89041704635602
54,197.53589169017573
55,17.343989877714222
56,207.25331837338348
57,96.10815882047413
58,189.56929917573126
59,197.4941522119076
60,120.09959858183592
61,158.56091770811594
62,93.15968014767576
63,112.23291581581954
64,45.64346826867414
65,152.13417671726944
66,206.17220955987335
67,220.30282223945653
68,44.425578288619064
69,50.319363185279315
70,136.55400147417959
71,229.45902268393655
72,81.16661727451896
73,174.14248309266318
74,107.03668592735289
75,143.99073483330827
76,177.24484534551146
77,52.07546692511009
78,224.86405306920364
79,201.7028206227148
80,119.91102074113496
81,101.601156926496
82,109.27920323216482
83,147.68196256297296
84,215.34361273186823
85,235.7061848885943
86,234.01689609104253
87,87.47352437007852
88,49.73432580829167
89,53.54257303083813
90,135.3863002936721
91,59.4270318748054
92,181.06150480075613
93,65.57538756662842
94,42.9103792658684
95,58.13312716175443
96,191.04836449898193
97,131.7966637993086
98,53.266970883821145
99,182.6619859936491
100,230.6021495203634
101,112.01187843693405
102,27.261669253417196
103,61.51347294379018
104,249.56521723263745
105,168.51815857435162
106,42.8145946672892
107,114.68599049385865
108,250.44691902570383
109,226.9107021093361
110,27.457358955058282
111,162.88102526884603
112,55.66406175442917
113,53.96562523866817
114,55.04725097705683
115,56.57500679920152
116,142.32157506759387
117,43.05110832564087
118,74.87180382837212
119,151.77792951455308
120,157.48334975168513
121,51.93977620934301
122,171.4656384467066
123,56.439097381733326
124,113.82164931851904
125,30.64993495259381
126,41.77219892437297
127,96.96663946233505
128,23.570316084049736
129,69.60759678283854
130,142.1798805603613
131,14.706277067874211
132,93.76479071214612
133,101.23625207647876
134,39.696180834478895
135,89.96489460982113
136,27.325820035403908
137,33.726233598607834
138,170.2295750319862
139,51.62859696224662
140,81.245767661296
141,62.08215241467796
142,129.84795761727455
143,212.50201123831204
144,60.797153010303504
145,211.8925925999738
146,15.388124985286623
147,114.391027921643
148,40.957562299458075
149,58.979874940390125
150,82.06544015926829
151,52.13598799122549
152,48.07929253219851
153,152.5169516705837
154,53.15437757332056
155,122.46060732806889
156,42.48056022241809
157,30.912318475243353
158,76.4455543509612
159,44.59355671049174
160,217.21246604530882
161,48.43423426839094
162,169.18116382001875
163,73.15387770114523
164,39.04345477525089
165,188.25551356846205
166,167.7334959458846
167,46.89369873857528
168,41.6052250322696
169,226.85467432371604
170,168.47121415704186
171,83.74690187081424
172,294.4798000515189
173,181.48809323980225
174,36.911960623337194
175,34.00850907361503
176,153.1653220380005
177,157.20760560418177
178,208.98045357008846
179,49.41605600761362
180,53.08513720307954
181,53.26198951613711
182,113.39401729275687
183,35.29071879694553
184,82.52280261726463
185,186.4778560572927
186,34.34434373909059
187,56.99993993747154
188,81.13072655468214
189,74.03814757046663
190,49.58874446714846
191,113.9916906135332
192,81.16312549756776
193,87.92576417176772
194,33.340024784060915
195,85.6272799256834
196,43.86124573870278
197,63.16550479197439
198,58.19588612711274
199,32.91924125628432
200,215.1168953511207
201,81.88877119681024
202,113.70072910041976
203,195.32185938843133
204,81.09538666109489
205,215.64898305887527
206,127.38604089662441
207,19.986296069397227
208,170.41338170808922
209,91.14671181926563
210,70.98639477812658
211,57.725876091561936
212,172.62650616389922
213,92.6560139278212
214,72.02654592218957
215,163.09600958006516
216,216.21409447910838
217,176.44211527883286
218,50.06736560212423
219,232.78336951448426
220,159.46352543636152
221,68.36330717639848
222,184.02372924301847
223,40.89357422591277
224,118.45168803063632
225,81.71824779999461
226,185.8518178470468
227,66.33437368843153
228,26.852749486165266
229,208.5395399449057
230,29.823535963367334
231,47.775972372027695
232,226.83355767186907
233,33.38412299127968
234,196.26856003214317
235,186.1341522328662
236,152.55459689033006
237,221.0990991129664
238,37.538561984613196
239,128.31732057273172
240,126.08590447438371
241,134.39400263682705
242,161.5310137663134
243,82.81875241583867
244,30.59902190436526
245,64.34565185224514
246,67.67842334596071
247,43.607313588378204
248,70.0904246607198
249,60.800928856219954
250,101.89809572379025
251,122.22747444910786
252,43.27375706338397
253,153.91625015384375
254,36.78497696318105
255,51.40769253605926
256,49.739123046956045
257,99.25748661377008
258,82.59962715173347
259,23.242375128633995
260,16.781346117207846
261,177.68230532724942
262,96.57963434939361
263,108.15593070156304
264,262.0226690962626
265,56.91915087333099
266,79.18022017254647
267,43.57217694800012
268,111.97391727590934
269,31.193532351087924
270,134.41646605047615
271,124.38437877025413
272,104.84541716796579
273,233.07749020821933
274,120.45741252369257
275,103.91096422995419
276,127.11218618001777
277,96.27675693649192
278,92.42434893259845
279,98.18246354764804
280,46.846025639554554
281,54.98760175562724
282,45.32898774572463
283,45.69715419140083
284,75.32467655499465
285,164.37949258710972
286,6.193075392670778
287,29.23009942996174
288,37.77554317866013
289,45.17346177125181
290,48.81449414050938
291,161.09347605828208
292,34.822384542503684
293,47.05901441096947
294,114.93161188937377
295,317.0467241518053
296,109.96771813018468
297,148.16797531371154
298,292.6215047565058
299,45.27649639322473
300,61.50343537430803
301,51.499205327563295
302,134.24951844459918
303,189.72383696061235
304,194.62887263500386
305,32.42028583400547
306,126.85648301454755
307,187.3786873006842
308,140.32790553383916
309,154.9309945741763
310,218.85288324990464
311,53.25423502786621
312,120.66291593912402
313,169.8675466532222
314,20.039243943675856
315,217.88878364934163
316,60.46898322205416
317,38.397612077640346
318,192.59624740059883
319,41.67624034495013
320,26.415706544927602
321,209.99893014024508
322,55.76784490561325
323,43.87132681040116
324,66.04230877797221
325,230.6021313210112
326,176.10617234374254
